"us_companies_id_1078","fortune_500_id_1497","1.0"
"us_companies_id_1044","fortune_500_id_1005","1.0"
"us_companies_id_1298","fortune_500_id_1047","1.0"
"us_companies_id_1014","fortune_500_id_1375","0.7083333333333333"
"us_companies_id_1052","fortune_500_id_1449","0.7037037037037037"
"us_companies_id_1076","fortune_500_id_1338","0.75"
"us_companies_id_1086","fortune_500_id_1030","1.0"
"us_companies_id_1240","fortune_500_id_1227","0.7142857142857143"
"us_companies_id_1072","fortune_500_id_1172","0.8333333333333334"
"us_companies_id_1050","fortune_500_id_1218","1.0"
"us_companies_id_1082","fortune_500_id_1270","0.7"
"us_companies_id_1229","fortune_500_id_1004","0.8"
"us_companies_id_1019","fortune_500_id_1193","0.7666666666666666"
"us_companies_id_1247","fortune_500_id_1272","0.7142857142857143"
"us_companies_id_1324","fortune_500_id_1033","0.736842105263158"
"us_companies_id_1489","fortune_500_id_1265","0.7"
"us_companies_id_1227","fortune_500_id_1378","0.736842105263158"
"us_companies_id_1249","fortune_500_id_1016","0.8235294117647058"
"us_companies_id_1304","fortune_500_id_1060","1.0"
"us_companies_id_1221","fortune_500_id_1037","1.0"
"us_companies_id_1271","fortune_500_id_1142","0.7272727272727273"
"us_companies_id_1340","fortune_500_id_1330","0.7142857142857143"
"us_companies_id_1273","fortune_500_id_1076","0.8666666666666667"
"us_companies_id_1281","fortune_500_id_1142","0.7619047619047619"
"us_companies_id_1513","fortune_500_id_1330","0.75"
"us_companies_id_1444","fortune_500_id_1035","1.0"
"us_companies_id_1345","fortune_500_id_1227","0.7142857142857143"
"us_companies_id_1258","fortune_500_id_1330","0.75"
"us_companies_id_1379","fortune_500_id_1375","0.7037037037037037"
"us_companies_id_1347","fortune_500_id_1249","0.7142857142857143"
